PassengerId,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,passenger_group,passenger_number_in_group,total_luxury_amenities,deck,num,side,first name,last name,group_size,HomePlanet,cabin_number_distribution_chunk
0123_01,False,TRAPPIST-1e,18,False,55.0,597.0,49.0,0.0,1.0,Iree Fielson,False,123,1,702.0,F,27,P,Iree,Fielson,1,Earth,chunk1
0126_01,True,TRAPPIST-1e,67,False,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,126,1,0.0,F,27,S,Milly,Mish,1,Mars,chunk1
0127_01,False,TRAPPIST-1e,35,False,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,False,127,1,1022.0,E,7,S,Miloss,Mesty,1,Mars,chunk1
0128_01,False,TRAPPIST-1e,61,True,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,False,128,1,3014.0,D,3,S,Grohs,Fles,2,Mars,chunk1
0128_02,False,TRAPPIST-1e,45,False,2103.0,6.0,0.0,0.0,0.0,Barave Fles,False,128,2,2109.0,E,8,S,Barave,Fles,2,Mars,chunk1
0129_01,True,PSO J318.5-22,22,False,0.0,0.0,0.0,0.0,0.0,Race Fowles,True,129,1,0.0,G,22,S,Race,Fowles,1,Earth,chunk1
0133_01,True,TRAPPIST-1e,19,False,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,133,1,0.0,F,29,S,Flynx,Blie,2,Mars,chunk1
0133_02,False,TRAPPIST-1e,36,False,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,False,133,2,2738.0,D,5,S,Egrasp,Blie,2,Mars,chunk1
0134_01,False,TRAPPIST-1e,19,False,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,True,134,1,744.0,G,17,P,Camina,Harmontry,1,Earth,chunk1
0136_01,False,PSO J318.5-22,47,False,97.0,418.0,126.0,25.0,55.0,,False,136,1,721.0,G,23,S,,,1,Earth,chunk1
0138_01,True,TRAPPIST-1e,13,False,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,138,1,0.0,G,18,P,Fayene,Gambs,2,Earth,chunk1
0138_02,False,TRAPPIST-1e,34,False,0.0,22.0,0.0,564.0,207.0,Monah Gambs,False,138,2,793.0,E,5,P,Monah,Gambs,2,Earth,chunk1
0139_01,True,55 Cancri e,35,False,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,139,1,0.0,C,6,S,Charda,Myling,1,Europa,chunk1
0140_01,True,TRAPPIST-1e,24,False,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,140,1,0.0,G,19,P,Evaley,Mejiaddox,2,Earth,chunk1
0140_02,False,TRAPPIST-1e,26,False,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,False,140,2,902.0,F,29,P,Verney,Whitakers,2,Earth,chunk1
0141_01,False,TRAPPIST-1e,31,False,0.0,0.0,97.0,0.0,0.0,Pyrohs Harte,False,141,1,97.0,F,30,P,Pyrohs,Harte,1,Mars,chunk1
0144_01,False,TRAPPIST-1e,20,False,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,True,144,1,630.0,F,31,S,Guadae,Dayers,1,Earth,chunk1
0146_01,False,TRAPPIST-1e,56,False,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False,146,1,0.0,G,25,S,Verly,Wolferguson,1,Earth,chunk1
0147_01,True,TRAPPIST-1e,50,False,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True,147,1,0.0,G,26,S,Samie,Hubbarrison,1,Earth,chunk1
0148_01,False,TRAPPIST-1e,42,False,1072.0,0.0,10.0,0.0,76.0,Corsh Pashe,False,148,1,1158.0,F,31,P,Corsh,Pashe,1,Mars,chunk1
0149_01,True,55 Cancri e,27,False,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True,149,1,0.0,G,27,S,Billya,Hubbarrison,1,Earth,chunk1
0151_01,True,55 Cancri e,38,False,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False,151,1,0.0,G,20,P,Shanie,Simson,1,Earth,chunk1
0152_01,False,TRAPPIST-1e,41,False,0.0,0.0,0.0,0.0,607.0,Andan Estron,False,152,1,607.0,F,32,P,Andan,Estron,1,Earth,chunk1
0160_01,False,TRAPPIST-1e,22,False,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,False,160,1,4180.0,G,22,P,Gory,Atkinney,1,Earth,chunk1
0163_01,True,TRAPPIST-1e,26,False,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True,163,1,0.0,B,8,P,Kabiton,Hetforhaft,2,Europa,chunk1
0163_02,True,TRAPPIST-1e,17,False,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True,163,2,0.0,B,8,P,Scharab,Hetforhaft,2,Europa,chunk1
0164_01,False,TRAPPIST-1e,57,False,50.0,1688.0,0.0,0.0,135.0,Fany Hutchinton,True,164,1,1873.0,G,28,S,Fany,Hutchinton,2,Earth,chunk1
0164_02,True,PSO J318.5-22,17,False,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False,164,2,0.0,G,28,S,Ianya,Hutchinton,2,Earth,chunk1
0165_01,True,TRAPPIST-1e,35,False,0.0,0.0,0.0,0.0,0.0,Graven Anche,True,165,1,0.0,F,37,P,Graven,Anche,1,Mars,chunk1
0167_01,True,TRAPPIST-1e,13,False,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True,167,1,0.0,F,35,S,Miten,Floaf,2,Mars,chunk1
0167_02,False,TRAPPIST-1e,27,False,1365.0,0.0,48.0,22.0,137.0,Rios Floaf,False,167,2,1572.0,F,35,S,Rios,Floaf,2,Mars,chunk1
0169_01,True,TRAPPIST-1e,31,False,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False,169,1,0.0,G,23,P,Wandy,Fisherry,1,Earth,chunk1
0170_01,False,TRAPPIST-1e,24,False,0.0,0.0,0.0,221.0,567.0,Mollie Mcmahoney,False,170,1,788.0,E,10,S,Mollie,Mcmahoney,1,Earth,chunk1
0171_01,True,PSO J318.5-22,19,False,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True,171,1,0.0,G,30,S,Coracy,Gordanieves,1,Earth,chunk1
0172_01,True,TRAPPIST-1e,32,False,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True,172,1,0.0,G,24,P,Hanna,Johnshines,1,Earth,chunk1
0173_01,False,TRAPPIST-1e,58,False,0.0,985.0,0.0,5.0,0.0,Hilip Grifford,True,173,1,990.0,E,11,S,Hilip,Grifford,1,Earth,chunk1
0174_01,False,55 Cancri e,21,False,287.0,0.0,16.0,115.0,175.0,Doryn Lambles,False,174,1,593.0,F,38,P,Doryn,Lambles,1,Earth,chunk1
0177_01,False,TRAPPIST-1e,38,False,0.0,10346.0,1.0,14970.0,2111.0,Toperon Iniouser,False,177,1,27428.0,B,2,S,Toperon,Iniouser,1,Europa,chunk1
0178_01,False,TRAPPIST-1e,38,False,3414.0,0.0,161.0,28.0,119.0,Wees Knik,False,178,1,3722.0,D,6,S,Wees,Knik,1,Mars,chunk1
